date,close,volume
2005-01-04,1242.770,8161770.000
2005-01-05,1251.940,8678650.000
2005-01-06,1239.430,7922250.000
2005-01-07,1244.750,8940870.000
2005-01-10,1252.400,7234679.000
2005-01-11,1257.460,7725570.000
2005-01-12,1256.920,6769589.000
2005-01-13,1256.310,8746710.000
2005-01-14,1245.620,9898329.000
2005-01-17,1216.650,10028600.000
2005-01-18,1225.450,10190300.000
2005-01-19,1218.110,9377200.000
2005-01-20,1204.390,10310300.000
2005-01-21,1234.480,16970100.000
2005-01-24,1255.780,18020200.000
2005-01-25,1254.230,11813900.000
2005-01-26,1241.960,9640689.000
2005-01-27,1225.890,9412829.000
2005-01-28,1213.670,8170560.000
2005-01-31,1191.820,9078060.000
2005-02-01,1188.930,9340220.000
2005-02-02,1252.500,19054100.000
2005-02-03,1242.310,20415200.000
2005-02-04,1269.000,17028300.000
2005-02-16,1278.880,14445500.000
2005-02-17,1276.130,11218600.000
2005-02-18,1258.970,10688000.000
2005-02-21,1284.480,12536900.000
2005-02-22,1309.280,22602800.000
2005-02-23,1309.470,24189100.000
2005-02-24,1309.950,20115800.000
2005-02-25,1312.440,24069600.000
2005-02-28,1306.000,17651400.000
2005-03-01,1303.410,13981000.000
2005-03-02,1287.450,18628600.000
2005-03-03,1294.340,12823600.000
2005-03-04,1287.710,11050000.000
2005-03-07,1293.740,10762200.000
2005-03-08,1318.270,17984400.000
2005-03-09,1316.790,20567200.000
2005-03-10,1286.230,17897700.000
2005-03-11,1289.940,14996700.000
2005-03-14,1293.500,18692500.000
2005-03-15,1269.140,15642700.000
2005-03-16,1255.590,13663400.000
2005-03-17,1243.470,12895500.000
2005-03-18,1227.400,12452400.000
2005-03-21,1231.050,9963689.000
2005-03-22,1206.920,14653300.000
2005-03-23,1201.650,13440600.000
2005-03-24,1208.190,11477200.000
2005-03-25,1205.630,9527589.000
2005-03-28,1200.110,9023229.000
2005-03-29,1195.020,9233160.000
2005-03-30,1172.570,11383500.000
2005-03-31,1181.240,10437800.000
2005-04-01,1223.570,19660300.000
2005-04-04,1202.970,13794400.000
2005-04-05,1191.740,11582700.000
2005-04-06,1214.870,16728000.000
2005-04-07,1225.490,24276800.000
2005-04-08,1248.520,17769000.000
2005-04-11,1240.970,19300800.000
2005-04-12,1219.510,13075900.000
2005-04-13,1248.200,19547100.000
2005-04-14,1234.330,15616200.000
2005-04-15,1216.960,14262300.000
2005-04-18,1197.730,11671200.000
2005-04-19,1199.900,10950100.000
2005-04-20,1184.190,11183000.000
2005-04-21,1172.560,13266800.000
2005-04-22,1169.190,13578400.000
2005-04-25,1157.970,13547600.000
2005-04-26,1165.330,13974100.000
2005-04-27,1148.760,13612900.000
2005-04-28,1169.120,17419700.000
2005-04-29,1159.150,14105700.000
2005-05-09,1130.830,10869400.000
2005-05-10,1135.560,13164200.000
2005-05-11,1124.270,10995600.000
2005-05-12,1103.990,12355900.000
2005-05-13,1107.630,13474900.000
2005-05-16,1095.470,10227800.000
2005-05-17,1099.640,11568700.000
2005-05-18,1102.960,10378400.000
2005-05-19,1103.470,10658200.000
2005-05-20,1099.270,9584039.000
2005-05-23,1070.840,9533950.000
2005-05-24,1073.850,11029500.000
2005-05-25,1072.140,9807600.000
2005-05-26,1058.870,9498560.000
2005-05-27,1051.950,10146300.000
2005-05-30,1060.160,8599820.000
2005-05-31,1060.740,9239220.000
2005-06-01,1039.190,10062500.000
2005-06-02,1016.060,11465600.000
2005-06-03,1013.640,10016300.000
2005-06-06,1034.380,11043600.000
2005-06-07,1030.940,15703100.000
2005-06-08,1115.580,40282900.000
2005-06-09,1131.050,40690900.000
2005-06-10,1108.290,28410800.000
2005-06-13,1106.290,19203800.000
2005-06-14,1093.460,18368300.000
2005-06-15,1072.840,15267600.000
2005-06-16,1086.010,14483100.000
2005-06-17,1085.610,16752600.000
2005-06-20,1115.620,21468600.000
2005-06-21,1101.490,15478100.000
2005-06-22,1102.030,12351500.000
2005-06-23,1093.700,11484900.000
2005-06-24,1101.880,11121100.000
2005-06-27,1124.640,21842400.000
2005-06-28,1108.590,13458400.000
2005-06-29,1104.990,13469400.000
2005-06-30,1080.940,13786000.000
2005-07-01,1055.590,13597800.000
2005-07-04,1047.280,12276000.000
2005-07-05,1039.040,10494900.000
2005-07-06,1033.550,9196429.000
2005-07-07,1038.600,8570429.000
2005-07-08,1017.980,10337400.000
2005-07-11,1011.500,11330400.000
2005-07-12,1046.160,18457800.000
2005-07-13,1037.390,12822000.000
2005-07-14,1040.420,12571100.000
2005-07-15,1026.110,12750500.000
2005-07-18,1012.100,10964800.000
2005-07-19,1014.350,9882320.000
2005-07-20,1021.050,10568600.000
2005-07-21,1020.630,11140400.000
2005-07-22,1046.320,25488300.000
2005-07-25,1045.400,14134100.000
2005-07-26,1072.810,25577500.000
2005-07-27,1089.910,23812300.000
2005-07-28,1086.550,24695800.000
2005-07-29,1083.030,17683900.000
2005-08-01,1088.950,14731600.000
2005-08-02,1104.040,19015000.000
2005-08-03,1107.700,31436500.000
2005-08-04,1102.590,19436800.000
2005-08-05,1128.740,27096100.000
2005-08-08,1138.880,30237500.000
2005-08-09,1152.530,27154100.000
2005-08-10,1165.030,31427100.000
2005-08-11,1183.580,36967000.000
2005-08-12,1167.920,40478800.000
2005-08-15,1187.010,30319500.000
2005-08-16,1177.280,33155400.000
2005-08-17,1192.830,32307300.000
2005-08-18,1148.040,49201500.000
2005-08-19,1150.180,31501200.000
2005-08-22,1158.600,24033200.000
2005-08-23,1149.960,21840700.000
2005-08-24,1167.140,22674100.000
2005-08-25,1172.470,24232100.000
2005-08-26,1171.860,24296400.000
2005-08-29,1154.430,24333200.000
2005-08-30,1146.390,18551900.000
2005-08-31,1162.800,21676100.000
2005-09-01,1184.930,33830500.000
2005-09-02,1188.850,28920500.000
2005-09-05,1196.220,26700100.000
2005-09-06,1173.320,33685300.000
2005-09-07,1194.310,28602900.000
2005-09-08,1194.410,30528100.000
2005-09-09,1189.620,22155700.000
2005-09-12,1188.210,17096700.000
2005-09-13,1207.160,25913700.000
2005-09-14,1217.260,32243800.000
2005-09-15,1217.280,27217500.000
2005-09-16,1212.950,22397200.000
2005-09-19,1220.630,24656900.000
2005-09-20,1212.620,32300700.000
2005-09-21,1187.990,31799500.000
2005-09-22,1159.960,28602300.000
2005-09-23,1151.980,18774400.000
2005-09-26,1155.040,14538100.000
2005-09-27,1133.240,18093600.000
2005-09-28,1131.770,14751500.000
2005-09-29,1155.480,18537000.000
2005-09-30,1155.610,14493500.000
2005-10-10,1138.950,11720100.000
2005-10-11,1157.190,13426600.000
2005-10-12,1161.850,18467200.000
2005-10-13,1152.610,16905200.000
2005-10-14,1139.550,15146000.000
2005-10-17,1131.380,15135200.000
2005-10-18,1141.200,18928100.000
2005-10-19,1134.610,18908400.000
2005-10-20,1135.950,17371800.000
2005-10-21,1141.320,18011200.000
2005-10-24,1141.170,17275900.000
2005-10-25,1121.920,16929900.000
2005-10-26,1097.160,19211800.000
2005-10-27,1097.780,17203700.000
2005-10-28,1080.870,17973900.000
2005-10-31,1092.820,14835100.000
2005-11-01,1089.950,13985500.000
2005-11-02,1104.790,18764800.000
2005-11-03,1095.270,16862700.000
2005-11-04,1100.050,12783100.000
2005-11-07,1100.650,12082300.000
2005-11-08,1110.150,15311200.000
2005-11-09,1108.150,16725500.000
2005-11-10,1088.300,16156000.000
2005-11-11,1090.190,12560000.000
2005-11-14,1088.650,9202689.000
2005-11-15,1087.510,12215800.000
2005-11-16,1095.890,12608600.000
2005-11-17,1095.310,11961800.000
2005-11-18,1117.000,22480600.000
2005-11-21,1119.940,15543900.000
2005-11-22,1098.660,14646800.000
2005-11-23,1105.750,12601900.000
2005-11-24,1113.370,17141000.000
2005-11-25,1114.920,15509200.000
2005-11-28,1110.820,12852400.000
2005-11-29,1096.990,11879900.000
2005-11-30,1099.260,10876000.000
2005-12-01,1098.750,8932120.000
2005-12-02,1094.290,10637000.000
2005-12-05,1079.200,11225000.000
2005-12-06,1087.790,11052700.000
2005-12-07,1099.610,10389400.000
2005-12-08,1098.320,10398700.000
2005-12-09,1113.480,13487000.000
2005-12-12,1116.370,11944600.000
2005-12-13,1117.850,11376100.000
2005-12-14,1125.390,15022100.000
2005-12-15,1123.560,16824300.000
2005-12-16,1127.510,12610800.000
2005-12-19,1131.750,12228700.000
2005-12-20,1136.340,11712700.000
2005-12-21,1130.760,12292300.000
2005-12-22,1135.240,11121500.000
2005-12-23,1144.870,14472600.000
2005-12-26,1156.820,18653100.000
2005-12-27,1154.290,15673900.000
2005-12-28,1157.030,14680300.000
2005-12-29,1169.860,21803400.000
2005-12-30,1161.060,20027900.000
2006-01-04,1180.960,23258500.000
2006-01-05,1197.270,29484500.000
2006-01-06,1209.420,34342900.000
2006-01-09,1215.670,28706700.000
2006-01-10,1220.620,26794500.000
2006-01-11,1211.050,30631500.000
2006-01-12,1226.700,27018900.000
2006-01-13,1221.460,27708600.000
2006-01-16,1202.870,25274300.000
2006-01-17,1208.440,19726500.000
2006-01-18,1233.350,26667900.000
2006-01-19,1251.580,33617800.000
2006-01-20,1255.310,33203900.000
2006-01-23,1255.770,29028700.000
2006-01-24,1252.060,29671400.000
2006-01-25,1258.050,26558700.000
2006-02-06,1287.630,29177500.000
2006-02-07,1282.100,38404700.000
2006-02-08,1290.060,32857300.000
